date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
9/22/2023,2023,0,,WSN,ATL,1459.174888,1565.562354,0.383608367,0.616391633,,,1440.061436,1567.68316,,,,,,,0.354427059,0.645572941,,,,
9/22/2023,2023,0,,PHI,NYM,1517.536757,1511.177773,0.543579233,0.456420767,,,1522.539278,1534.023993,,,,,,,0.51551255,0.48448745,,,,
9/22/2023,2023,0,,NYY,ARI,1540.923685,1502.867424,0.58836841,0.41163159,,,1555.499411,1492.158843,,,,,,,0.622115758,0.377884242,,,,
9/22/2023,2023,0,,TBD,TOR,1564.162708,1536.927725,0.573203204,0.426796796,,,1559.709472,1543.844967,,,,,,,0.557424919,0.442575081,,,,
9/22/2023,2023,0,,FLA,MIL,1474.264941,1515.611399,0.475057162,0.524942838,,,1486.133401,1528.543168,,,,,,,0.482760354,0.517239646,,,,
9/22/2023,2023,0,,CIN,PIT,1457.716542,1474.02638,0.511065226,0.488934774,,,1451.750014,1469.401973,,,,,,,0.516237298,0.483762702,,,,
9/22/2023,2023,0,,CHC,COL,1502.887101,1473.021523,0.576903614,0.423096386,,,1496.664335,1449.824817,,,,,,,0.60457186,0.39542814,,,,
9/21/2023,2023,0,,LAD,SFG,1573.756748,1501.704288,0.634813346,0.365186654,,,1565.362028,1498.308923,,,,,,,0.632639876,0.367360124,,,,
9/21/2023,2023,0,,OAK,DET,1419.148525,1475.516939,0.453552411,0.546447589,,,1405.884622,1457.58583,,,,,,,0.464824603,0.535175397,,,,
9/21/2023,2023,0,,CHC,PIT,1502.887101,1474.02638,0.575491094,0.424508906,,,1496.664335,1469.401973,,,,,,,0.573883142,0.426116858,,,,
9/21/2023,2023,0,,CLE,BAL,1506.432939,1517.675808,0.518350741,0.481649259,,,1515.666229,1501.392784,,,,,,,0.55274026,0.44725974,,,,
9/21/2023,2023,0,,WSN,ATL,1459.174888,1565.562354,0.383608367,0.616391633,,,1440.061436,1567.68316,,,,,,,0.357765188,0.642234812,,,,
9/21/2023,2023,0,,PHI,NYM,1517.536757,1511.177773,0.543579233,0.456420767,,,1522.539278,1534.023993,,,,,,,0.516102868,0.483897132,,,,
9/21/2023,2023,0,,NYY,TOR,1540.923685,1536.927725,0.540202452,0.459797548,,,1555.499411,1543.844967,,,,,,,0.547618303,0.452381697,,,,
9/21/2023,2023,0,,STL,MIL,1500.939267,1515.611399,0.513420656,0.486579344,,,1503.375442,1528.543168,,,,,,,0.503163331,0.496836669,,,,
9/21/2023,2023,0,,TBD,ANA,1564.162708,1499.082809,0.625459144,0.374540856,,,1559.709472,1514.710466,,,,,,,0.592050164,0.407949836,,,,
9/20/2023,2023,0,,LAD,DET,1573.756748,1475.516939,0.669000713,0.330999287,,,1565.362028,1457.58583,,,,,,,0.684166406,0.315833594,,,,
9/20/2023,2023,0,,STL,MIL,1500.939267,1515.611399,0.513420656,0.486579344,,,1503.375442,1528.543168,,,,,,,0.503163331,0.496836669,,,,
9/20/2023,2023,0,,CHC,PIT,1502.887101,1474.02638,0.575491094,0.424508906,,,1496.664335,1469.401973,,,,,,,0.573883142,0.426116858,,,,
9/20/2023,2023,0,,NYY,TOR,1540.923685,1536.927725,0.540202452,0.459797548,,,1555.499411,1543.844967,,,,,,,0.547618303,0.452381697,,,,
9/20/2023,2023,0,,TBD,ANA,1564.162708,1499.082809,0.625459144,0.374540856,,,1559.709472,1514.710466,,,,,,,0.592050164,0.407949836,,,,
9/20/2023,2023,0,,FLA,NYM,1474.264941,1511.177773,0.481425492,0.518574508,,,1486.133401,1534.023993,,,,,,,0.462562612,0.537437388,,,,
9/20/2023,2023,0,,SDP,COL,1519.852501,1473.021523,0.600544863,0.399455137,,,1540.269629,1449.824817,,,,,,,0.6608352,0.3391648,,,,
9/20/2023,2023,0,,ARI,SFG,1502.867424,1501.704288,0.53614948,0.46385052,,,1492.158843,1498.308923,,,,,,,0.525245234,0.474754766,,,,
9/20/2023,2023,0,,OAK,SEA,1419.148525,1523.899441,0.385838358,0.614161642,,,1405.884622,1515.715403,,,,,,,0.378479714,0.621520286,,,,
9/20/2023,2023,0,,KCR,CLE,1449.363929,1506.432939,0.452553062,0.547446938,,,1439.390523,1515.666229,,,,,,,0.427956379,0.572043621,,,,
9/20/2023,2023,0,,HOU,BAL,1560.633526,1517.675808,0.595184398,0.404815602,,,1551.652557,1501.392784,,,,,,,0.601886252,0.398113748,,,,
9/20/2023,2023,0,,TEX,BOS,1512.2874,1515.660197,0.529650102,0.470349898,,,1520.138096,1520.511029,,,,,,,0.528314791,0.471685209,,,,
9/20/2023,2023,0,,WSN,CHW,1459.174888,1471.83726,0.516310369,0.483689631,,,1440.061436,1477.615252,,,,,,,0.481441296,0.518558704,,,,
9/20/2023,2023,0,,CIN,MIN,1457.716542,1506.342291,0.464619925,0.535380075,,,1451.750014,1524.582921,,,,,,,0.43083653,0.56916347,,,,
9/20/2023,2023,0,,ATL,PHI,1565.562354,1517.536757,0.602193392,0.397806608,,,1567.68316,1522.539278,,,,,,,0.600092824,0.399907176,,,,
9/19/2023,2023,0,,LAD,DET,1573.756748,1475.516939,0.669000713,0.330999287,,,1565.362028,1457.58583,,,,,,,0.684166406,0.315833594,,,,
9/19/2023,2023,0,,SDP,COL,1519.852501,1473.021523,0.600544863,0.399455137,,,1540.269629,1449.824817,,,,,,,0.6608352,0.3391648,,,,
9/19/2023,2023,0,,OAK,SEA,1419.148525,1523.899441,0.385838358,0.614161642,,,1405.884622,1515.715403,,,,,,,0.378479714,0.621520286,,,,
9/19/2023,2023,0,,ARI,SFG,1502.867424,1501.704288,0.53614948,0.46385052,,,1492.158843,1498.308923,,,,,,,0.528967519,0.471032481,,,,
9/19/2023,2023,0,,HOU,BAL,1560.633526,1517.675808,0.595184398,0.404815602,,,1551.652557,1501.392784,,,,,,,0.601886252,0.398113748,,,,
9/19/2023,2023,0,,TEX,BOS,1512.2874,1515.660197,0.529650102,0.470349898,,,1520.138096,1520.511029,,,,,,,0.528314791,0.471685209,,,,
